frame_file,class_id,class_name,confidence,x1,y1,x2,y2,session,lat,lon,altitude,speed,bearing,in_gps_range
2622_Farwell_00020.jpg,0,obstacle,0.7061,745.6,57.1,801.7,107.4,2622_Farwell_Ave-2026-03-14_16-40-32,34.10628039196117,-118.25987066479388,95.25766451142836,1.082362016177574,358.01208075246615,True
2622_Farwell_00021.jpg,0,obstacle,0.8075,731.8,2.7,786.1,40.1,2622_Farwell_Ave-2026-03-14_16-40-32,34.10628968788544,-118.25987173846812,95.53133813867152,1.0299999713897567,358.12067704220914,True
2622_Farwell_00022.jpg,0,obstacle,0.8306,656.0,37.2,711.1,87.7,2622_Farwell_Ave-2026-03-14_16-40-32,34.10629897235081,-118.25987319501316,95.801233021851,1.0299999713897567,357.89062476961243,True
2622_Farwell_00024.jpg,0,obstacle,0.8361,760.6,3.7,823.5,60.5,2622_Farwell_Ave-2026-03-14_16-40-32,34.106316928536145,-118.25987683194084,95.8780797947364,0.8596325808912014,357.8906248077196,True
2622_Farwell_00025.jpg,0,obstacle,0.8256,670.7,4.3,733.3,47.6,2622_Farwell_Ave-2026-03-14_16-40-32,34.106324243693436,-118.2598776820832,95.88122608909568,0.7115501208424649,357.8906248408423,True
2622_Farwell_00026.jpg,0,obstacle,0.8384,605.1,10.8,671.4,76.2,2622_Farwell_Ave-2026-03-14_16-40-32,34.106334498135745,-118.25987764548276,95.87823099741226,0.7900000214576661,357.8906248232948,True
2622_Farwell_00028.jpg,0,obstacle,0.6816,721.2,2.2,792.1,41.1,2622_Farwell_Ave-2026-03-14_16-40-32,34.1063598958148,-118.25987474982388,96.18340230594475,1.0389426415688898,4.5703130030880725,True
2622_Farwell_00029.jpg,0,obstacle,0.6071,744.5,0.0,820.3,28.5,2622_Farwell_Ave-2026-03-14_16-40-32,34.10637357912771,-118.25987367480546,96.3771228076496,1.1604063277448555,4.570313061904804,True
2622_Farwell_00030.jpg,0,obstacle,0.8246,665.8,12.0,742.2,85.8,2622_Farwell_Ave-2026-03-14_16-40-32,34.106386641731234,-118.25987333660198,96.52550075098944,1.1695888594460715,4.326302926576962,True
2622_Farwell_00035.jpg,0,obstacle,0.8666,683.3,3.8,784.9,69.6,2622_Farwell_Ave-2026-03-14_16-40-32,34.10645008173316,-118.25987229065724,99.66686088975486,0.9549038396627008,10.87756791542298,True
2622_Farwell_00036.jpg,0,obstacle,0.8825,712.9,4.9,818.2,73.3,2622_Farwell_Ave-2026-03-14_16-40-32,34.106456900834026,-118.2598768467133,99.55625782159412,0.7796748094527238,132.3379055952078,True
2622_Farwell_00037.jpg,0,obstacle,0.6516,714.1,0.0,828.6,38.8,2622_Farwell_Ave-2026-03-14_16-40-32,34.106468756703876,-118.25987968798832,99.6011517847808,0.7859961984348062,233.3815043262031,True
2622_Farwell_00037.jpg,1,path_discontinuity,0.4543,0.7,119.5,79.6,138.6,2622_Farwell_Ave-2026-03-14_16-40-32,34.106468756703876,-118.25987968798832,99.6011517847808,0.7859961984348062,233.3815043262031,True
2622_Farwell_00038.jpg,0,obstacle,0.7431,593.4,1.3,709.1,59.7,2622_Farwell_Ave-2026-03-14_16-40-32,34.1064836622409,-118.25987622324304,99.44789718205335,1.1549290764205062,9.694441037126309,True
2622_Farwell_00039.jpg,0,obstacle,0.8351,508.1,2.3,636.9,69.7,2622_Farwell_Ave-2026-03-14_16-40-32,34.10649190463646,-118.25988171571235,99.52918649893768,1.0387356025140906,118.93826564090232,True
2622_Farwell_00040.jpg,0,obstacle,0.8545,479.2,3.6,618.1,107.9,2622_Farwell_Ave-2026-03-14_16-40-32,34.10650466184424,-118.25988563078702,100.44056456500864,1.1810838929793346,216.28389513513488,True
2622_Farwell_00041.jpg,0,obstacle,0.8542,452.7,3.0,602.2,104.4,2622_Farwell_Ave-2026-03-14_16-40-32,34.10651807331295,-118.25987723592502,100.78991757974272,1.26497646048259,13.351766078859448,True
2622_Farwell_00042.jpg,0,obstacle,0.9091,391.7,0.9,555.0,108.9,2622_Farwell_Ave-2026-03-14_16-40-32,34.10652351399636,-118.25987019786862,100.82375458091954,1.0742826342558314,23.827765620182586,True
2622_Farwell_00043.jpg,0,obstacle,0.862,353.0,0.2,539.3,106.5,2622_Farwell_Ave-2026-03-14_16-40-32,34.10653113611879,-118.25986397017776,100.40375792280194,1.1494110551892136,27.231997527279653,True
2622_Farwell_00044.jpg,0,obstacle,0.8631,429.2,3.0,635.7,150.6,2622_Farwell_Ave-2026-03-14_16-40-32,34.10653884970567,-118.25986163410585,100.42754090851204,0.9944109624922914,11.366445768596474,True
2622_Farwell_00045.jpg,0,obstacle,0.9125,431.9,0.4,667.4,94.0,2622_Farwell_Ave-2026-03-14_16-40-32,34.10654553455488,-118.25985425898936,100.4443902374736,0.9903517351577832,16.26347942597818,True
2622_Farwell_00046.jpg,0,obstacle,0.9225,400.3,2.0,678.1,126.3,2622_Farwell_Ave-2026-03-14_16-40-32,34.10655399388781,-118.25984492257,101.2514339497089,1.2014538397820638,16.12449122674418,True
2622_Farwell_00047.jpg,0,obstacle,0.9095,260.6,1.2,590.3,141.1,2622_Farwell_Ave-2026-03-14_16-40-32,34.10656640534209,-118.2598332356882,102.0655595416668,1.571890312289385,26.758222412316737,True
2622_Farwell_00048.jpg,0,obstacle,0.6822,263.5,0.0,652.7,115.7,2622_Farwell_Ave-2026-03-14_16-40-32,34.106572467138484,-118.25983540342288,102.63668640902888,1.0378825639148148,13.312135649830145,True
2622_Farwell_00049.jpg,0,obstacle,0.9392,119.2,0.0,607.9,200.9,2622_Farwell_Ave-2026-03-14_16-40-32,34.10658045634674,-118.259834303912,102.60790471985068,0.9163983714722176,19.64792183715216,True
2622_Farwell_00050.jpg,0,obstacle,0.9677,0.0,2.5,450.3,413.8,2622_Farwell_Ave-2026-03-14_16-40-32,34.106588560456665,-118.2598284914012,102.33993207125695,1.0227479099804384,47.0205853030875,True
2622_Farwell_00068.jpg,0,obstacle,0.7028,0.0,179.9,237.6,719.3,2622_Farwell_Ave-2026-03-14_16-40-32,34.10678725974328,-118.25983967286447,104.79944439455204,1.0684591472643876,6.689779059530789,True
2622_Farwell_00081.jpg,0,obstacle,0.5938,362.4,35.4,495.3,106.1,2622_Farwell_Ave-2026-03-14_16-40-32,34.106899410001716,-118.25984037577652,107.50524976963835,1.1508806981235955,358.5442935528188,True
2622_Farwell_00082.jpg,0,obstacle,0.657,345.8,61.2,472.9,219.4,2622_Farwell_Ave-2026-03-14_16-40-32,34.106910048755815,-118.25983911141726,107.01701995689352,1.3128849377334528,230.53975831126544,True
2622_Farwell_00083.jpg,0,obstacle,0.4383,313.6,110.9,553.1,344.6,2622_Farwell_Ave-2026-03-14_16-40-32,34.106922204313165,-118.259830632617,106.91867520038744,1.6679778953213942,14.416263531118323,True
2622_Farwell_00085.jpg,0,obstacle,0.6946,0.7,232.2,412.4,720.0,2622_Farwell_Ave-2026-03-14_16-40-32,34.106932697516356,-118.2598425116764,108.740495818839,1.0637113867492165,312.43690837573666,True
