frame,score,label,min_width_cm,median_width_cm,pinch_points,full_blockages,obstructions
2600_2668_00010.jpg,100,comfortable,5.300000190734863,320.1000061035156,0,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2600_2668_00035.jpg,100,comfortable,12.0,290.79998779296875,0,0,fence|wall|vegetation|pole|utility pole|car
2600_2668_00045.jpg,100,comfortable,126.69999694824219,292.3999938964844,0,0,fence|wall|vegetation|street light|pole|utility pole|trash can|bicycle|car|motorcycle
2600_2668_00060.jpg,100,comfortable,18.299999237060547,274.79998779296875,0,0,fence|wall|vegetation|fire hydrant|utility pole|trash can|car|motorcycle
2600_Locksley_00005.jpg,100,comfortable,36.400001525878906,386.6000061035156,0,0,fence|wall|vegetation|fire hydrant|pole|utility pole|car
2600_Locksley_00015.jpg,100,comfortable,12.300000190734863,329.8999938964844,0,0,fence|vegetation|car
2600_Locksley_00018.jpg,87,comfortable,4.199999809265137,343.1000061035156,2,0,fence|vegetation|car
2600_Locksley_00019.jpg,75,comfortable,0.8999999761581421,342.0,2,0,fence|vegetation|car
2600_Locksley_00020.jpg,58,constrained,4.400000095367432,178.3000030517578,2,1,fence|vegetation|car
2600_Locksley_00022.jpg,100,comfortable,13.899999618530273,242.8000030517578,0,0,wall|vegetation|street light|pole|traffic sign (front)|car
2600_Locksley_00023.jpg,100,comfortable,5.0,362.29998779296875,0,0,fence|vegetation|traffic sign (front)|car
2600_Locksley_00024.jpg,100,comfortable,50.400001525878906,293.20001220703125,0,0,fence|vegetation|mailbox|pole|traffic sign (front)|car
2600_Locksley_00035.jpg,100,comfortable,11.800000190734863,541.5999755859375,0,0,fence|wall|vegetation|pole|utility pole|car
2600_Locksley_00050.jpg,100,comfortable,85.69999694824219,312.1000061035156,0,0,fence|wall|vegetation|utility pole|trash can|car|motorcycle|truck
2600_Locksley_00100.jpg,100,comfortable,20.600000381469727,303.0,0,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2606_Waverly_00005.jpg,100,comfortable,34.599998474121094,315.70001220703125,0,0,fence|wall|vegetation|street light|pole|utility pole|traffic sign (back)|trash can|car|truck
2606_Waverly_00018.jpg,100,comfortable,7.099999904632568,318.8999938964844,0,0,fence|vegetation|pole|utility pole|bus|car|truck
2606_Waverly_00025.jpg,100,comfortable,6.300000190734863,353.6000061035156,0,0,fence|wall|vegetation|pole|utility pole|trash can|car|motorcycle|truck
2606_Waverly_00030.jpg,96,comfortable,5.300000190734863,360.8999938964844,1,0,wall|vegetation|pole|utility pole|trash can|car
2606_Waverly_00080.jpg,100,comfortable,33.099998474121094,246.5,0,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2606_Waverly_00095.jpg,100,comfortable,61.400001525878906,273.8999938964844,0,0,fence|wall|vegetation|street light|pole|utility pole|traffic sign (front)|trash can|car
2622_Farwell_00110.jpg,100,comfortable,12.5,349.70001220703125,1,0,vegetation|utility pole|traffic sign (front)|car
2622_Farwell_00112.jpg,94,comfortable,8.199999809265137,300.6000061035156,1,0,wall|vegetation|utility pole|car
2622_Farwell_00113.jpg,89,comfortable,6.599999904632568,224.10000610351562,1,0,wall|vegetation|utility pole|traffic sign (back)|car
2622_Farwell_00114.jpg,74,comfortable,2.4000000953674316,159.60000610351562,2,0,fence|vegetation|utility pole|traffic sign (back)|trash can|car
2622_Farwell_00115.jpg,26,failure,22.899999618530273,142.39999389648438,4,0,fence|wall|vegetation|utility pole|trash can|car
2626_Locksley_00005.jpg,100,comfortable,67.30000305175781,312.20001220703125,0,0,fence|wall|vegetation|fire hydrant|pole|utility pole|car
2626_Locksley_00015.jpg,100,comfortable,5.800000190734863,358.8999938964844,0,0,fence|wall|vegetation|pole|utility pole|trash can|bus|car
2626_Locksley_00038.jpg,100,comfortable,15.899999618530273,377.0,2,0,fence|barrier|wall|vegetation|pole|utility pole|traffic sign (front)|bus|car
2626_Locksley_00040.jpg,100,comfortable,2.299999952316284,244.3000030517578,0,0,fence|wall|vegetation|fire hydrant|pole|utility pole|traffic sign (front)|car
2626_Locksley_00042.jpg,79,comfortable,1.899999976158142,229.60000610351562,1,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2626_Locksley_00043.jpg,72,comfortable,3.9000000953674316,244.8000030517578,1,0,fence|wall|vegetation|street light|pole|utility pole|traffic sign (back)|car
2626_Locksley_00044.jpg,45,constrained,4.599999904632568,185.0,1,0,fence|wall|vegetation|fire hydrant|street light|pole|utility pole|traffic sign (back)|traffic sign (front)|car
2626_Locksley_00045.jpg,0,failure,2.5,72.19999694824219,3,0,fence|wall|vegetation|pole|utility pole|traffic sign (back)|trash can|car
2626_Locksley_00054.jpg,100,comfortable,3.4000000953674316,314.3999938964844,0,0,fence|wall|vegetation|pole|utility pole|trash can
2626_Locksley_00055.jpg,100,comfortable,2.5999999046325684,301.6000061035156,0,0,fence|wall|vegetation|pole|utility pole|trash can|car
2626_Locksley_00056.jpg,92,comfortable,11.800000190734863,310.29998779296875,1,0,fence|wall|vegetation|bench|pole|utility pole|trash can|car|truck
2626_Locksley_00057.jpg,68,constrained,61.099998474121094,158.6999969482422,4,0,fence|guard rail|wall|vegetation|pole|utility pole|trash can|car
2626_Locksley_00060.jpg,87,comfortable,1.899999976158142,335.20001220703125,2,0,fence|barrier|wall|vegetation|pole|utility pole|traffic sign (front)|trash can|bicycle|car|motorcycle
2626_Locksley_00062.jpg,72,comfortable,4.0,561.4000244140625,2,1,fence|wall|vegetation|pole|utility pole|trash can|car
2626_Locksley_00070.jpg,100,comfortable,24.399999618530273,286.6000061035156,0,0,fence|wall|vegetation|pole|utility pole|traffic sign (back)|trash can|bus|car
2626_Waverly_00000.jpg,100,comfortable,10.100000381469727,302.1000061035156,1,0,fence|wall|vegetation|pole|utility pole|trash can|car|truck
2626_Waverly_00003.jpg,91,comfortable,30.899999618530273,272.0,1,0,fence|wall|vegetation|pole|utility pole|trash can|bus|car|truck
2626_Waverly_00005.jpg,92,comfortable,4.300000190734863,405.79998779296875,1,0,fence|wall|vegetation|pole|utility pole|trash can|car
2626_Waverly_00008.jpg,96,comfortable,3.5,301.70001220703125,2,0,fence|wall|vegetation|pole|utility pole|trash can|car
2626_Waverly_00010.jpg,84,comfortable,101.5,295.5,1,0,fence|wall|vegetation|pole|utility pole|trash can|car
2626_Waverly_00013.jpg,62,constrained,16.299999237060547,281.0,1,0,fence|wall|vegetation|pole|utility pole|trash can|car
2626_Waverly_00015.jpg,26,failure,9.100000381469727,136.5,1,0,fence|wall|vegetation|street light|pole|utility pole|trash can|bicycle|car|motorcycle
2626_Waverly_00020.jpg,52,constrained,9.199999809265137,285.5,2,0,fence|wall|vegetation|street light|utility pole|trash can|car|truck
2626_Waverly_00022.jpg,16,failure,11.800000190734863,137.3000030517578,2,0,fence|wall|vegetation|pole|utility pole|trash can|car|truck
2626_Waverly_00023.jpg,0,failure,36.70000076293945,116.19999694824219,2,0,fence|wall|vegetation|pole|utility pole|trash can|bicycle|car|trailer|truck
2626_Waverly_00024.jpg,100,comfortable,25.5,168.3000030517578,0,0,fence|wall|vegetation|pole|utility pole|trash can|bicycle|car|truck
2626_Waverly_00025.jpg,100,comfortable,31.399999618530273,221.60000610351562,0,0,fence|wall|vegetation|pole|utility pole|trash can|car|truck
2626_Waverly_00028.jpg,100,comfortable,3.200000047683716,386.6000061035156,0,0,fence|wall|vegetation|street light|pole|utility pole|trash can|bicycle|bus|car|truck
2626_Waverly_00030.jpg,100,comfortable,2.4000000953674316,306.3999938964844,0,0,fence|wall|vegetation|pole|utility pole|trash can|bicycle|car|motorcycle|truck
2626_Waverly_00033.jpg,84,comfortable,9.800000190734863,435.79998779296875,1,0,wall|vegetation|pole|utility pole|trash can|bicycle|bus|car|truck
2626_Waverly_00034.jpg,80,comfortable,9.0,543.2000122070312,2,0,wall|vegetation|pole|utility pole|trash can|bus|car|truck
2626_Waverly_00035.jpg,57,constrained,8.300000190734863,348.0,1,1,fence|wall|vegetation|utility pole|trash can|bus|car|truck
2626_Waverly_00036.jpg,41,constrained,2.5,285.6000061035156,3,1,fence|wall|vegetation|utility pole|trash can|car
2626_Waverly_00050.jpg,83,comfortable,25.399999618530273,256.20001220703125,1,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2626_Waverly_00053.jpg,69,constrained,10.100000381469727,243.1999969482422,1,0,fence|guard rail|wall|vegetation|pole|utility pole|traffic sign (back)|car
2626_Waverly_00055.jpg,50,constrained,60.400001525878906,237.60000610351562,1,1,fence|barrier|wall|vegetation|fire hydrant|pole|utility pole|car|truck
2626_Waverly_00058.jpg,36,failure,34.099998474121094,140.39999389648438,1,0,fence|guard rail|wall|vegetation|fire hydrant|pole|car
2626_Waverly_00060.jpg,0,failure,37.900001525878906,122.4000015258789,1,1,fence|wall|vegetation|fire hydrant|pole|car
2626_Waverly_00070.jpg,91,comfortable,5.599999904632568,401.5,0,0,fence|wall|vegetation|utility pole|traffic sign (back)|trash can|car
2626_Waverly_00073.jpg,40,constrained,3.799999952316284,160.6999969482422,3,1,wall|vegetation|pole|utility pole|trash can|car
2626_Waverly_00075.jpg,17,failure,2.9000000953674316,132.1999969482422,2,1,fence|wall|vegetation|utility pole|trash can|car
2626_Waverly_00077.jpg,32,failure,9.199999809265137,148.6999969482422,2,0,fence|wall|vegetation|pole|utility pole|trash can|car
2626_Waverly_00080.jpg,34,failure,3.9000000953674316,136.8000030517578,1,0,wall|vegetation|mailbox|pole|utility pole|trash can|car
2626_Waverly_00090.jpg,100,comfortable,29.799999237060547,389.6000061035156,0,0,fence|wall|vegetation|mailbox|pole|utility pole|car|truck
2626_Waverly_00093.jpg,100,comfortable,162.0,398.3999938964844,0,0,fence|wall|vegetation|mailbox|street light|pole|utility pole|traffic sign (front)
2626_Waverly_00095.jpg,100,comfortable,39.400001525878906,465.8999938964844,0,0,fence|barrier|wall|vegetation|pole|utility pole
2626_Waverly_00098.jpg,100,comfortable,11.199999809265137,551.0,0,0,fence|wall|vegetation|pole|utility pole|car
2626_Waverly_00100.jpg,85,comfortable,54.29999923706055,315.3999938964844,2,0,fence|wall|vegetation|pole|utility pole|car
2626_Waverly_00101.jpg,69,constrained,49.900001525878906,330.3999938964844,2,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2626_Waverly_00102.jpg,34,failure,29.299999237060547,187.1999969482422,2,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2626_Waverly_00105.jpg,100,comfortable,40.79999923706055,340.29998779296875,0,1,fence|guard rail|wall|vegetation|utility pole|traffic sign (front)|car
2626_Waverly_00106.jpg,100,comfortable,37.20000076293945,335.3999938964844,0,1,fence|vegetation|utility pole|car
2626_Waverly_00107.jpg,100,comfortable,30.700000762939453,256.3999938964844,0,1,fence|vegetation|utility pole|car
2626_Waverly_00115.jpg,87,comfortable,57.0,282.70001220703125,1,0,fence|vegetation|car
2626_Waverly_00116.jpg,87,comfortable,33.400001525878906,246.60000610351562,1,0,fence|vegetation|car
2626_Waverly_00117.jpg,64,constrained,13.300000190734863,200.89999389648438,1,0,fence|vegetation|car
2626_Waverly_00118.jpg,48,constrained,36.900001525878906,154.60000610351562,3,0,fence|vegetation|car
2626_Waverly_00119.jpg,29,failure,32.099998474121094,137.8000030517578,5,0,fence|vegetation|car
2626_Waverly_00135.jpg,100,comfortable,2.5,259.6000061035156,0,0,fence|wall|vegetation|pole|utility pole|car
2640_Locksley_00000.jpg,100,comfortable,44.79999923706055,292.5,0,0,fence|wall|vegetation|pole|utility pole|trash can|car|truck
2640_Locksley_00001.jpg,100,comfortable,51.0,240.60000610351562,0,0,fence|wall|vegetation|pole|utility pole|traffic sign (back)|trash can|car
